antibody_id,pdb_path,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total,structure_errors,canonical_H1,canonical_H2,canonical_H3,canonical_L1,canonical_L2,canonical_L3,sequence_errors,pI,GRAVY,instability_index,net_charge_pH7,hydro_patch_max9,charge_patch_max7,agg_motifs,deamidation_sites,isomerization_sites,cmc_flags,immuno_risk_level,immuno_tcia_score,immuno_n_high,immuno_n_medium,immuno_n_tolerated,immuno_n_clusters
Vandortuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vandortuzumab.pdb,76.2876957226637,89,4.646702650038697,1.1459368467330933,532.958754283597,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.54,-0.546,38.4,2.8,0.667,3.0,1,2,0,hydro_patch_moderate (0.67),HIGH,0.7433,18,2,38,3
Vatelizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vatelizumab.pdb,85.5811706034363,76,4.549862373311502,0.6515933871269226,564.7606817638567,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,7.78,-0.255,26.3,0.9,0.778,3.0,0,2,1,hydro_patch_high (0.78),HIGH,0.7131,27,5,28,4
Vecantoxatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vecantoxatug.pdb,82.7406664330682,58,4.731692266625327,2.167501211166382,608.8938984071985,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-7-1,L3-9,,8.78,-0.326,43.2,3.8,0.556,3.0,2,0,1,,HIGH,0.4823,6,13,35,5
Vedolizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vedolizumab.pdb,76.99564169345406,74,4.709173898947866,2.0597305297851562,514.7574162642429,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.91,-0.384,41.5,-0.1,0.556,3.0,0,0,1,,HIGH,0.5278,22,11,34,5
Veltuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Veltuzumab.pdb,83.05434536114404,70,4.622222755602015,2.1043624877929688,546.0932217154988,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.28,-0.454,42.8,1.9,0.556,3.0,0,0,0,,HIGH,0.6952,20,7,12,5
Venanprubart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Venanprubart.pdb,83.14658021076521,70,4.70323646641047,2.3323652744293213,563.1857058098358,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.02,-0.16,37.4,-3.3,0.667,3.0,1,0,1,pI_unusually_low (5.02); hydro_patch_moderate (0.67),HIGH,0.5704,9,9,38,5
Vibostolimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vibostolimab.pdb,81.70070739236377,64,4.750693419440226,2.4957902431488037,567.0127363845735,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.366,39.2,2.2,0.556,3.0,0,0,1,,HIGH,0.4741,7,12,36,5
Vilastobart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vilastobart.pdb,86.54691005898697,65,4.613633839741985,1.1935666799545288,574.3612711035026,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.28,-0.492,38.1,2.0,0.556,4.0,1,2,0,,HIGH,0.3056,6,15,35,5
Visilizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Visilizumab.pdb,85.45382085257764,74,4.547033701492243,0.9852724671363831,624.9632338421022,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.9,-0.44,45.5,4.9,0.556,3.0,0,0,1,,HIGH,0.5694,10,5,36,4
Visugromab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Visugromab.pdb,84.80140270019454,72,4.6539091494719385,2.203019380569458,502.64020046056436,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.8,-0.312,25.7,3.8,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.5012,13,4,44,4
Vobramitamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vobramitamab.pdb,86.68804017096855,63,4.723231064332159,2.4930307865142822,507.8841364459608,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.34,-0.388,37.4,2.1,0.556,3.0,0,3,2,,HIGH,0.6998,13,4,57,4
Vonlerolizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vonlerolizumab.pdb,84.41873479491589,65,4.729575590806061,2.918937921524048,533.0457593831413,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.33,-0.43,44.0,1.9,0.556,3.0,1,1,2,,HIGH,0.6551,17,13,29,5
Vopratelimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vopratelimab.pdb,81.13902735266376,69,4.6614963086822145,0.9100639224052429,473.1773549535134,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.09,-0.276,47.5,-1.8,0.556,3.0,1,1,3,,HIGH,0.8148,21,0,46,5
Vorsetuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vorsetuzumab.pdb,77.46291828962511,66,4.730835282548945,1.9661407470703125,537.2552003236374,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.398,24.9,0.9,0.667,2.0,1,0,1,hydro_patch_moderate (0.67),HIGH,0.6173,8,6,43,5
Vunakizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vunakizumab.pdb,84.3663978586677,83,4.625480329438492,1.2366642951965332,590.6713245305032,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,5.74,-0.43,44.1,-2.0,0.556,3.0,0,1,0,,HIGH,0.6041,23,17,23,5
Xentuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Xentuzumab.pdb,88.13289235902751,70,4.615345473127601,0.6791711449623108,592.0542326726622,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.266,44.6,0.8,0.556,4.0,1,4,2,,HIGH,0.5988,24,0,45,5
Zadoprubart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zadoprubart.pdb,79.99969310992252,69,4.580700743943453,0.9280964136123657,616.7788181838263,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.19,-0.217,32.7,6.8,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.5359,14,13,29,5
Zagotenemab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zagotenemab.pdb,77.11697736449713,68,4.669433892862604,2.5916552543640137,548.2576664800853,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.31,-0.397,35.8,2.0,0.556,3.0,0,0,1,,HIGH,0.6418,14,8,38,5
Zaltenibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zaltenibart.pdb,71.86625439285544,53,4.711316277186076,2.5603866577148438,578.6445905222387,,H1-10-1,H2-16-?,H3-4,L1-11-1,L2-7-1,L3-8,,8.59,-0.377,43.0,2.7,0.556,3.0,1,0,2,,HIGH,0.6102,13,12,42,5
Zamerovimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zamerovimab.pdb,83.63034647710982,73,4.729394508139142,2.6097464561462402,463.52008473741205,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.73,-0.325,30.4,3.7,0.667,3.0,2,1,1,hydro_patch_moderate (0.67),HIGH,0.6272,22,5,37,5
Zampilimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zampilimab.pdb,87.2113611862976,59,4.681730640954093,1.6585829257965088,546.408188631969,,H1-10-1,H2-16-?,H3-5,L1-11-1,L2-7-1,L3-9,,8.35,-0.195,42.8,1.9,0.667,3.0,2,3,2,hydro_patch_moderate (0.67),HIGH,0.7258,25,1,33,4
Zamubafusp,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zamubafusp.pdb,76.27360177859032,55,4.726521315935411,2.2172110080718994,531.1028086816051,,H1-10-1,H2-16-?,H3-3,L1-11-1,L2-7-1,L3-9,,8.68,-0.126,37.3,3.0,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.7293,26,0,36,5
Zansecimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zansecimab.pdb,82.50702971005798,63,4.698678046834676,2.3239352703094482,486.4455756926417,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.76,-0.418,32.4,0.8,0.667,3.0,1,1,0,hydro_patch_moderate (0.67),HIGH,0.6389,10,5,37,4
Zeleciment,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zeleciment.pdb,84.78712634987254,70,4.757205847138665,2.356156587600708,524.3822626261652,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.457,36.6,0.9,0.556,3.0,1,0,1,,HIGH,0.6557,13,11,34,4
Zelminemab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zelminemab.pdb,82.92404095589671,77,4.607265116282158,1.8849939107894897,562.5490987105001,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.98,-0.267,50.0,5.0,0.667,3.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.6333,26,11,31,4
Zigakibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zigakibart.pdb,81.80540695299928,79,4.605806953092782,0.9289057850837708,479.1087918392337,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.75,-0.36,33.9,3.8,0.556,3.0,0,0,1,,HIGH,0.6485,13,11,28,5
Zilovertamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zilovertamab.pdb,84.06902859094713,79,4.602712613191961,1.8460088968276978,537.2068891736096,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,5.58,-0.417,36.3,-3.0,0.556,3.0,0,0,1,,HIGH,0.6053,12,1,41,4
Ziltivekimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ziltivekimab.pdb,83.43685652616152,67,4.626692137470493,2.078014612197876,537.5270999318177,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,6.85,-0.247,44.0,-0.1,0.556,3.0,1,1,1,,HIGH,0.7253,23,10,39,5
